one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,twenty_four,twenty_five,twenty_six,twenty_seven,twenty_eight
ɔ,b,j,a,v,,,,,,,,,,,,,,,,,,,,,,,
b,ʐ,u,x,,,,,,,,,,,,,,,,,,,,,,,,
v,ɔ,n,t,p,l,i,v,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,
a,t,a,k,ɔ,v,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,
p,r,u,ɡ,,,,,,,,,,,,,,,,,,,,,,,,
z,a,m,j,ɛ,ʂ,k,ʲ,i,,,,,,,,,,,,,,,,,,,
p,ɔ,d,ɛ,j,ʐ,ɛ,ɲ,a,,,,,,,,,,,,,,,,,,,
u,ɲ,i,k,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,r,u,v,n,ɔ,ɕ,t,͡,ɕ,i,,,,,,,,,,,,,,,,
v,s,t,ɛ,m,p,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
ʂ,t,͡,ʂ,ɛ,l,i,n,ɨ,,,,,,,,,,,,,,,,,,,
r,ɨ,v,a,l,i,z,a,t,͡,s,j,a,,,,,,,,,,,,,,,
ɔ,d,p,ɔ,v,j,a,d,a,t,͡,ɕ,,,,,,,,,,,,,,,,
k,ɔ,d,ɔ,v,a,ɲ,a,,,,,,,,,,,,,,,,,,,,
z,w,a,m,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,
ɔ,p,u,ʑ,ɲ,ɛ,ɲ,a,,,,,,,,,,,,,,,,,,,,
s,k,w,ɔ,n,n,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,
s,t,a,n,ɔ,v,t,͡,ʂ,ɔ,,,,,,,,,,,,,,,,,,
p,ɔ,d,d,a,j,ɛ,,,,,,,,,,,,,,,,,,,,,
z,w,ɔ,,,,,,,,,,,,,,,,,,,,,,,,,
n,ɛ,ɡ,a,t,ɨ,v,n,ɨ,,,,,,,,,,,,,,,,,,,
z,a,s,t,ʐ,ɛ,ʐ,ɛ,ɲ,a,,,,,,,,,,,,,,,,,,
d,͡,ʑ,i,k,ʲ,i,,,,,,,,,,,,,,,,,,,,,
ɡ,w,ɔ,ɕ,n,ɔ,,,,,,,,,,,,,,,,,,,,,,
p,u,s,t,ɨ,,,,,,,,,,,,,,,,,,,,,,,
ɡ,w,u,d,,,,,,,,,,,,,,,,,,,,,,,,
ɔ,f,ɛ,n,s,ɨ,v,a,,,,,,,,,,,,,,,,,,,,
p,a,r,t,ɨ,z,a,n,t,͡,ɕ,i,,,,,,,,,,,,,,,,
b,u,l,ɛ,,,,,,,,,,,,,,,,,,,,,,,,
z,a,m,j,ɛ,ʂ,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
ɛ,p,i,d,ɛ,m,j,a,,,,,,,,,,,,,,,,,,,,
u,v,a,ɡ,a,,,,,,,,,,,,,,,,,,,,,,,
u,k,r,ɨ,t,ɨ,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,p,j,ɛ,r,ɕ,ɛ,,,,,,,,,,,,,,,,,,,,
ɕ,i,n,,,,,,,,,,,,,,,,,,,,,,,,,
x,a,ɔ,s,,,,,,,,,,,,,,,,,,,,,,,,
p,l,ɔ,t,k,ʲ,i,,,,,,,,,,,,,,,,,,,,,
ɔ,d,ʐ,u,t,͡,s,ɔ,n,ɛ,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,d,v,t,͡,ʂ,ɛ,ɕ,ɲ,ɛ,,,,,,,,,,,,,,,,
t,a,j,ɛ,m,ɲ,i,t,͡,ʂ,ɨ,,,,,,,,,,,,,,,,,
s,k,a,n,d,a,l,,,,,,,,,,,,,,,,,,,,,
b,r,u,t,t,ɔ,,,,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,s,t,ɛ,m,p,s,t,v,ɔ,,,,,,,,,,,,,,,,
p,r,a,ɡ,ɲ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
m,ɨ,l,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,,,
z,a,p,a,s,ɔ,v,ɨ,,,,,,,,,,,,,,,,,,,,
b,r,u,t,a,l,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
n,a,r,u,ʂ,ɛ,ɲ,a,,,,,,,,,,,,,,,,,,,,
p,ɔ,d,d,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,
z,d,ɛ,v,a,s,t,ɔ,v,a,n,ɨ,,,,,,,,,,,,,,,,
ɔ,b,t,͡,s,ɨ,,,,,,,,,,,,,,,,,,,,,,
ɡ,ɛ,t,t,ɔ,,,,,,,,,,,,,,,,,,,,,,,
b,r,ɛ,a,k,,,,,,,,,,,,,,,,,,,,,,,
l,i,m,i,t,,,,,,,,,,,,,,,,,,,,,,,
t,r,a,t,͡,ɕ,i,t,͡,ɕ,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ɛ,r,p,i,,,,,,,,,,,,,,,,,,,,,
p,a,n,n,a,,,,,,,,,,,,,,,,,,,,,,,
v,ɨ,t,͡,ɕ,ɔ,ŋ,ɡ,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ɔ,s,,,,,,,,,,,,,,,,,,,,,,,
m,ɔ,r,d,ɛ,r,t,͡,s,a,,,,,,,,,,,,,,,,,,
i,n,t,ɛ,n,s,ɨ,v,n,ɨ,,,,,,,,,,,,,,,,,,
r,ɔ,z,p,a,d,w,a,,,,,,,,,,,,,,,,,,,,
k,r,a,d,͡,ʑ,ɛ,ʐ,,,,,,,,,,,,,,,,,,,,
s,t,r,ɔ,m,ɔ,,,,,,,,,,,,,,,,,,,,,,
ɔ,d,ʐ,u,t,͡,s,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,
ɡ,ɲ,ɛ,v,,,,,,,,,,,,,,,,,,,,,,,,
p,ʐ,ɨ,z,n,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,v,d,a,n,ɨ,,,,,,,,,,,,,,,,,,,,,
ɡ,ɔ,r,ʂ,ɨ,,,,,,,,,,,,,,,,,,,,,,,
p,a,l,,,,,,,,,,,,,,,,,,,,,,,,,
b,ɛ,z,v,z,ɡ,l,ɛ,n,d,ɲ,ɛ,,,,,,,,,,,,,,,,
v,s,t,ɛ,t,͡,ʂ,,,,,,,,,,,,,,,,,,,,,
p,ɔ,d,w,ɔ,ɡ,ʲ,i,,,,,,,,,,,,,,,,,,,,
z,v,ɔ,l,ɲ,i,w,,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ɛ,ɲ,,,,,,,,,,,,,,,,,,,,,,,
z,m,j,ɛ,n,n,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,
ɲ,ɛ,b,ɛ,z,p,j,ɛ,t,͡,ʂ,n,ɨ,,,,,,,,,,,,,,,
s,w,a,b,ɔ,ɕ,t,͡,ɕ,i,,,,,,,,,,,,,,,,,,
u,l,t,i,m,a,t,u,m,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,r,v,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
d,͡,ʑ,ɛ,l,i,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
s,t,r,a,t,͡,ɕ,i,t,͡,ɕ,,,,,,,,,,,,,,,,,
x,ɔ,l,ɛ,r,ɨ,,,,,,,,,,,,,,,,,,,,,,
u,m,ʐ,ɛ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,
k,r,ɨ,t,ɨ,t,͡,ʂ,n,ɨ,,,,,,,,,,,,,,,,,,
v,ɨ,z,v,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,
v,ɔ,d,ɔ,s,p,a,d,,,,,,,,,,,,,,,,,,,,
r,a,n,a,,,,,,,,,,,,,,,,,,,,,,,,
ɔ,p,u,ʑ,ɲ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
n,a,d,m,j,a,r,,,,,,,,,,,,,,,,,,,,,
r,a,d,ɨ,k,a,l,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
r,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
p,r,ɔ,ɕ,i,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
z,a,ɲ,i,k,,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,p,ɔ,t,ʐ,ɛ,b,n,ɛ,,,,,,,,,,,,,,,,,,
l,ɛ,d,v,j,ɛ,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,d,p,ɔ,ʐ,ɔ,n,d,k,ɔ,v,a,t,͡,ɕ,,,,,,,,,,,,
n,ɛ,r,v,ɔ,v,ɨ,,,,,,,,,,,,,,,,,,,,,
k,ɔ,n,t,r,ɔ,v,ɛ,r,s,ɨ,j,n,ɨ,,,,,,,,,,,,,,
z,a,p,ʐ,ɛ,t,͡,ʂ,ɨ,w,,,,,,,,,,,,,,,,,,
n,a,d,u,ʐ,ɨ,t,͡,ɕ,a,,,,,,,,,,,,,,,,,,
k,l,ɛ,̃,s,k,a,,,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,r,v,a,,,,,,,,,,,,,,,,,,,,,,
v,i,l,ɡ,ɔ,t,n,ɨ,,,,,,,,,,,,,,,,,,,,
ɔ,b,t,͡,ɕ,ɔ,̃,ʐ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,
v,i,r,u,s,,,,,,,,,,,,,,,,,,,,,,,
ɔ,v,a,d,,,,,,,,,,,,,,,,,,,,,,,,
k,ɔ,n,t,u,z,j,a,,,,,,,,,,,,,,,,,,,,
b,u,j,,,,,,,,,,,,,,,,,,,,,,,,,
b,ɔ,m,b,a,r,d,ɔ,v,a,ɲ,ɛ,,,,,,,,,,,,,,,,
v,r,u,ɡ,,,,,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ɛ,m,n,ɨ,,,,,,,,,,,,,,,,,,,,,
v,ɨ,ɡ,n,a,n,ɨ,,,,,,,,,,,,,,,,,,,,,
p,ɔ,v,ɔ,l,n,ɨ,,,,,,,,,,,,,,,,,,,,,
n,a,l,ɔ,t,,,,,,,,,,,,,,,,,,,,,,,
z,d,r,a,d,͡,z,a,,,,,,,,,,,,,,,,,,,,
r,ɨ,v,a,l,,,,,,,,,,,,,,,,,,,,,,,
u,z,a,l,ɛ,ʐ,ɲ,ɔ,n,ɨ,,,,,,,,,,,,,,,,,,
a,k,t,͡,s,ɛ,n,t,,,,,,,,,,,,,,,,,,,,
s,u,r,ɔ,v,ɨ,,,,,,,,,,,,,,,,,,,,,,
v,ɛ,z,v,a,ɲ,a,,,,,,,,,,,,,,,,,,,,,
m,a,r,t,v,ɨ,,,,,,,,,,,,,,,,,,,,,,
t,ɛ,r,r,ɔ,r,,,,,,,,,,,,,,,,,,,,,,
ɕ,t,͡,ɕ,i,s,w,ɨ,,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,ɡ,r,a,n,a,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ɛ,r,p,j,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,
ʂ,k,ʲ,i,t,͡,s,,,,,,,,,,,,,,,,,,,,,
l,ɛ,ŋ,k,,,,,,,,,,,,,,,,,,,,,,,,
z,m,j,ɛ,n,n,ɨ,,,,,,,,,,,,,,,,,,,,,
ɛ,k,s,p,l,ɔ,a,t,a,t,͡,s,j,a,,,,,,,,,,,,,,
p,ʐ,ɛ,ʂ,k,a,d,͡,z,a,,,,,,,,,,,,,,,,,,
s,w,a,b,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
n,a,d,u,ʐ,ɨ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
l,u,k,ʲ,i,,,,,,,,,,,,,,,,,,,,,,,
k,a,n,a,l,i,z,a,t,͡,s,j,i,,,,,,,,,,,,,,,
ɔ,d,ɛ,p,ʐ,ɛ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
ɛ,l,i,m,i,n,a,t,͡,s,j,a,,,,,,,,,,,,,,,,
z,ɡ,ʲ,i,n,ɔ,ɲ,t,͡,ɕ,,,,,,,,,,,,,,,,,,
v,r,a,k,,,,,,,,,,,,,,,,,,,,,,,,
v,ɔ,l,ɲ,ɛ,j,,,,,,,,,,,,,,,,,,,,,,
ɡ,ʐ,ɛ,x,,,,,,,,,,,,,,,,,,,,,,,,
ʑ,i,m,n,ɔ,,,,,,,,,,,,,,,,,,,,,,,
t,x,r,a,s,x,,,,,,,,,,,,,,,,,,,,,,
v,i,ɲ,ɛ,n,,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,n,a,v,i,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,
z,ɲ,ɛ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,p,ɔ,k,u,j,,,,,,,,,,,,,,,,,,,,,
p,ɨ,t,a,,,,,,,,,,,,,,,,,,,,,,,,
n,u,ʐ,,,,,,,,,,,,,,,,,,,,,,,,,
ɕ,v,j,ɛ,t,͡,s,k,ʲ,i,,,,,,,,,,,,,,,,,,
v,i,n,n,ɨ,,,,,,,,,,,,,,,,,,,,,,,
p,j,ɛ,r,ɕ,,,,,,,,,,,,,,,,,,,,,,,
f,i,k,t,͡,s,ɨ,j,n,ɨ,,,,,,,,,,,,,,,,,,
a,v,a,r,j,a,,,,,,,,,,,,,,,,,,,,,,
p,a,l,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,,
n,a,d,m,j,ɛ,r,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
ʂ,t,ɨ,v,n,ɨ,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,d,ɔ,b,u,r,,,,,,,,,,,,,,,,,,,,,
ɔ,d,ʐ,u,t,͡,ɕ,i,t,͡,ɕ,,,,,,,,,,,,,,,,,
k,ɔ,n,s,ɛ,r,v,a,t,ɨ,v,n,ɨ,,,,,,,,,,,,,,,
ɕ,ɛ,r,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,
k,a,ʐ,ɛ,w,,,,,,,,,,,,,,,,,,,,,,,
ɔ,b,u,ʐ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,
d,ɨ,m,,,,,,,,,,,,,,,,,,,,,,,,,
ɔ,ɕ,a,d,w,ɨ,,,,,,,,,,,,,,,,,,,,,,
ɔ,d,ʐ,u,t,͡,s,a,j,ɔ,n,t,͡,s,,,,,,,,,,,,,,
ʐ,a,l,,,,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,ɡ,ɔ,r,ʂ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
r,ɔ,z,b,i,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
d,ɛ,m,ɔ,n,,,,,,,,,,,,,,,,,,,,,,,
ɔ,ʂ,u,s,t,v,a,,,,,,,,,,,,,,,,,,,,,
ɡ,ɔ,r,ɔ,n,t,͡,ʂ,k,a,,,,,,,,,,,,,,,,,,
p,a,ɲ,i,k,ɛ,,,,,,,,,,,,,,,,,,,,,,
v,a,d,a,,,,,,,,,,,,,,,,,,,,,,,,
s,t,ʐ,ɛ,l,a,,,,,,,,,,,,,,,,,,,,,,
b,u,ʐ,a,,,,,,,,,,,,,,,,,,,,,,,,
z,a,k,a,ʐ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
p,ɔ,d,ɛ,j,ʐ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
d,r,a,s,t,ɨ,t,͡,ʂ,ɲ,ɛ,,,,,,,,,,,,,,,,,
t,ɔ,r,t,u,r,ɔ,m,,,,,,,,,,,,,,,,,,,,
ɔ,s,k,a,ʐ,̇,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
v,ɨ,m,j,ɔ,t,ɨ,,,,,,,,,,,,,,,,,,,,,
ɔ,d,ʂ,k,ɔ,d,ɔ,v,a,ɲ,ɛ,,,,,,,,,,,,,,,,,
ɲ,ɛ,v,ɨ,d,ɔ,l,n,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,
p,r,ɔ,ɡ,ʲ,i,,,,,,,,,,,,,,,,,,,,,,
ɔ,k,r,u,t,͡,ɕ,ɛ,ɲ,s,t,v,a,,,,,,,,,,,,,,,
n,a,p,a,d,,,,,,,,,,,,,,,,,,,,,,,
v,ɔ,̃,v,u,z,,,,,,,,,,,,,,,,,,,,,,
t,a,b,u,,,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,t,v,u,r,,,,,,,,,,,,,,,,,,,,,,
s,w,a,b,ʂ,ɨ,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,m,ɔ,ʐ,l,i,v,ɨ,,,,,,,,,,,,,,,,,,,
d,͡,ʑ,ɛ,t,͡,ɕ,ɛ,n,t,͡,s,ɨ,,,,,,,,,,,,,,,
v,ɨ,k,r,ɛ,s,,,,,,,,,,,,,,,,,,,,,,
z,a,j,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,
t,r,u,d,n,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,
ɲ,ɛ,m,ɔ,ʐ,n,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,
b,i,t,͡,ɕ,ɛ,,,,,,,,,,,,,,,,,,,,,,
r,ɨ,v,a,l,i,z,ɔ,v,a,t,͡,ɕ,,,,,,,,,,,,,,,
ʂ,k,ɔ,d,a,,,,,,,,,,,,,,,,,,,,,,,
r,ɔ,z,w,a,m,,,,,,,,,,,,,,,,,,,,,,
ɔ,b,a,l,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,
z,b,r,ɔ,d,ɲ,a,,,,,,,,,,,,,,,,,,,,,
ɡ,r,ɔ,m,a,d,͡,ʑ,i,t,͡,ɕ,,,,,,,,,,,,,,,,
p,ɨ,w,,,,,,,,,,,,,,,,,,,,,,,,,
ɔ,s,k,a,ʐ,̇,a,j,ɔ,n,t,͡,s,,,,,,,,,,,,,,,
ɔ,d,p,a,r,t,ɨ,,,,,,,,,,,,,,,,,,,,,
ɔ,p,u,ʂ,t,͡,ʂ,a,t,͡,ɕ,,,,,,,,,,,,,,,,,
m,ɡ,w,ɨ,,,,,,,,,,,,,,,,,,,,,,,,
b,l,ɔ,k,a,d,,,,,,,,,,,,,,,,,,,,,,
d,w,u,ɡ,,,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,k,r,ɨ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,v,ʐ,ɨ,t,k,ʲ,i,,,,,,,,,,,,,,,,,,,
u,t,r,u,d,ɲ,ɔ,n,ɛ,,,,,,,,,,,,,,,,,,,
ɔ,d,x,ɨ,l,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,
ɔ,s,t,ʐ,ɛ,ʐ,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,,,,
n,a,j,ɡ,ɔ,r,ʂ,ɨ,,,,,,,,,,,,,,,,,,,,
ɔ,ɡ,r,a,ɲ,i,t,͡,ʂ,a,t,͡,ɕ,,,,,,,,,,,,,,,
ɲ,ɛ,p,ɔ,r,ɔ,z,u,m,j,ɛ,ɲ,a,,,,,,,,,,,,,,,
t,r,a,ɡ,ɛ,d,j,a,,,,,,,,,,,,,,,,,,,,
f,a,l,s,ɛ,,,,,,,,,,,,,,,,,,,,,,,
v,i,n,n,a,,,,,,,,,,,,,,,,,,,,,,,
x,ɔ,a,x,,,,,,,,,,,,,,,,,,,,,,,,
ɡ,u,z,,,,,,,,,,,,,,,,,,,,,,,,,
ʐ,a,r,t,,,,,,,,,,,,,,,,,,,,,,,,
s,a,m,ɔ,t,n,ɨ,,,,,,,,,,,,,,,,,,,,,
p,r,ɔ,p,a,ɡ,a,n,d,a,,,,,,,,,,,,,,,,,,
ɔ,d,v,ɔ,w,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,p,r,a,ʂ,a,m,,,,,,,,,,,,,,,,,,,
ɕ,v,i,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,,,
p,a,n,ɔ,v,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
a,l,a,r,m,,,,,,,,,,,,,,,,,,,,,,,
s,p,a,d,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
z,a,m,a,x,ɨ,,,,,,,,,,,,,,,,,,,,,,
p,ʐ,ɛ,t,͡,ɕ,ɛ,n,t,n,ɨ,,,,,,,,,,,,,,,,,
z,ɔ,m,b,j,ɛ,,,,,,,,,,,,,,,,,,,,,,
z,a,ɲ,ɛ,t,͡,ʂ,ɨ,ʂ,t,͡,ʂ,ɛ,ɲ,ɛ,,,,,,,,,,,,,
p,ɛ,ŋ,k,ɲ,ɛ,n,t,͡,ɕ,a,,,,,,,,,,,,,,,,,
ɔ,d,ʐ,u,t,,,,,,,,,,,,,,,,,,,,,,,
ɔ,p,a,n,ɔ,v,a,n,ɛ,,,,,,,,,,,,,,,,,,,
s,t,r,a,t,a,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,v,ɔ,l,ɲ,i,t,͡,s,ɨ,,,,,,,,,,,,,,,,,
ɲ,ɛ,r,ɛ,ɡ,u,l,a,r,n,ɨ,,,,,,,,,,,,,,,,,
v,ɨ,p,ɔ,v,j,ɛ,d,͡,ʑ,ɛ,t,͡,ɕ,,,,,,,,,,,,,,
r,ɔ,z,p,a,d,a,,,,,,,,,,,,,,,,,,,,,
p,ɔ,z,b,a,v,j,ɛ,ɲ,i,,,,,,,,,,,,,,,,,,
ɔ,b,a,l,i,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
m,a,s,a,k,r,a,,,,,,,,,,,,,,,,,,,,,
a,ɡ,r,ɛ,s,ɨ,v,n,ɨ,,,,,,,,,,,,,,,,,,,
z,a,d,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,
ʐ,a,w,ɔ,b,ɨ,,,,,,,,,,,,,,,,,,,,,,
v,ɨ,b,u,x,ɔ,v,ɨ,,,,,,,,,,,,,,,,,,,,
n,a,j,ɡ,ɔ,r,ʂ,ɛ,,,,,,,,,,,,,,,,,,,,
u,t,͡,ɕ,ɛ,k,a,j,ɔ,n,t,͡,s,ɨ,x,,,,,,,,,,,,,
k,r,ɨ,t,ɨ,k,ɔ,v,a,n,ɛ,,,,,,,,,,,,,,,,,
ɡ,r,u,b,ɨ,,,,,,,,,,,,,,,,,,,,,,,
z,a,b,u,j,t,͡,s,a,,,,,,,,,,,,,,,,,,,
ʐ,ɛ,l,a,z,n,ɨ,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,p,r,a,v,i,d,w,ɔ,v,ɔ,,,,,,,,,,,,,,,,
d,j,a,m,ɛ,t,r,a,l,ɲ,ɛ,,,,,,,,,,,,,,,,,
s,k,a,r,ɡ,,,,,,,,,,,,,,,,,,,,,,,
l,ɔ,s,ɔ,v,ɔ,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,ɔ,k,r,ɛ,ɕ,l,ɔ,n,ɨ,,,,,,,,,,,,,,,,,
v,r,ɔ,ɡ,ɔ,ɕ,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
s,a,t,ɨ,r,ɨ,t,͡,ʂ,n,ɛ,,,,,,,,,,,,,,,,,
z,a,ɲ,ɛ,d,b,a,n,ɨ,,,,,,,,,,,,,,,,,,,
z,ɛ,r,v,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
k,ɔ,ʂ,a,,,,,,,,,,,,,,,,,,,,,,,,
ɡ,ɛ,̃,s,t,ɨ,,,,,,,,,,,,,,,,,,,,,,
t,a,k,t,ɨ,k,a,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,d,ɔ,s,t,ɛ,m,p,n,ɨ,,,,,,,,,,,,,,,,,
ɛ,r,r,ɔ,r,,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,p,ɔ,v,ɔ,d,͡,z,ɛ,ɲ,ɛ,,,,,,,,,,,,,,,,
j,a,m,,,,,,,,,,,,,,,,,,,,,,,,,
z,a,x,a,m,ɔ,v,a,ɲ,ɛ,,,,,,,,,,,,,,,,,,
v,ɨ,t,v,a,ʐ,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,
t,r,u,j,ɔ,n,t,͡,s,ɨ,,,,,,,,,,,,,,,,,,
z,a,s,k,ɔ,t,͡,ʂ,ɔ,n,ɨ,,,,,,,,,,,,,,,,,
p,l,ɔ,t,,,,,,,,,,,,,,,,,,,,,,,,
ɔ,b,ʐ,ɛ,ŋ,k,,,,,,,,,,,,,,,,,,,,,,
s,t,r,ɔ,m,ɨ,,,,,,,,,,,,,,,,,,,,,,
x,ɔ,r,ɛ,,,,,,,,,,,,,,,,,,,,,,,,
v,r,ɔ,ɡ,ɔ,v,j,ɛ,,,,,,,,,,,,,,,,,,,,
f,u,t,r,ɔ,,,,,,,,,,,,,,,,,,,,,,,
d,j,a,b,ɛ,w,,,,,,,,,,,,,,,,,,,,,,
v,j,ɔ,̃,z,a,n,ɛ,,,,,,,,,,,,,,,,,,,,
s,p,l,i,t,,,,,,,,,,,,,,,,,,,,,,,
n,u,d,n,ɔ,ɕ,t,͡,ɕ,i,,,,,,,,,,,,,,,,,,
b,w,ɛ,n,d,a,m,i,,,,,,,,,,,,,,,,,,,,
v,ɨ,ɕ,ɛ,d,l,ɔ,n,ɨ,x,,,,,,,,,,,,,,,,,,
p,ɔ,p,ʐ,ɛ,t,͡,ʂ,n,ɨ,,,,,,,,,,,,,,,,,,
x,a,w,a,s,,,,,,,,,,,,,,,,,,,,,,,
z,w,a,m,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,l,ɛ,ɡ,a,l,n,ɨ,,,,,,,,,,,,,,,,,,,
z,a,w,a,m,a,w,,,,,,,,,,,,,,,,,,,,,
t,ɔ,r,t,u,r,ɔ,v,a,n,ɨ,,,,,,,,,,,,,,,,,
s,t,a,j,ɲ,ɛ,,,,,,,,,,,,,,,,,,,,,,
r,a,d,ɨ,k,a,l,n,ɨ,,,,,,,,,,,,,,,,,,,
ɔ,p,a,d,a,j,ɔ,n,t,͡,s,ɨ,,,,,,,,,,,,,,,,
t,ɔ,r,t,u,r,ɨ,,,,,,,,,,,,,,,,,,,,,
s,p,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʑ,i,v,n,ɨ,,,,,,,,,,,,,,,,,,,,,
ɡ,w,ɔ,ɕ,n,ɨ,,,,,,,,,,,,,,,,,,,,,,
v,s,t,ʐ,ɔ,̃,s,,,,,,,,,,,,,,,,,,,,,
ʐ,ɛ,ʑ,,,,,,,,,,,,,,,,,,,,,,,,,
p,u,s,t,ɨ,ɲ,a,,,,,,,,,,,,,,,,,,,,,
z,a,b,i,j,a,t,͡,ɕ,,,,,,,,,,,,,,,,,,,
r,ɛ,z,ɨ,ɡ,n,a,t,͡,s,j,a,,,,,,,,,,,,,,,,
ɡ,v,a,r,,,,,,,,,,,,,,,,,,,,,,,,
ɲ,ɛ,k,ɔ,ʐ,ɨ,s,t,n,ɨ,,,,,,,,,,,,,,,,,,
z,a,ʐ,u,t,͡,s,a,,,,,,,,,,,,,,,,,,,,
ɔ,b,a,v,a,,,,,,,,,,,,,,,,,,,,,,,
p,ɔ,d,ɛ,j,ʐ,a,n,ɨ,,,,,,,,,,,,,,,,,,,
m,r,u,z,,,,,,,,,,,,,,,,,,,,,,,,
