"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"z","a","<U+027E>","a","<U+027E>","s","<U+026F>","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","h","a","k","k","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","u","t","k","u","l","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","y","k","s","e","l","t","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","k","u","n","a","b","i","l","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","n","<U+026F>","t","l","a","n","m","<U+026F>","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","<U+027E>","t","s","<U+026F>","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","a","z","a","<U+027E>","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","e","l","i","<U+0283>","t","i","<U+027E>","i","d<U+0361><U+0292>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","e","n","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","l","e","<U+027E>","i","d<U+0361><U+0292>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","o","<U+0283>","g","œ","<U+027E>","y","l","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","n","s","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","<U+027E>","o","m","p","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","d<U+0361><U+0292>","i","z","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","l","e","<U+027E>","l","e","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","<U+027E>","b","i","j","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","e","<U+0283>","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","j","i","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","y","<U+027E>","d","y","<U+027E>","y","l","e","b","i","l","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA
"a","j","<U+027E>","<U+026F>","d<U+0361><U+0292>","a","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","<U+027E>","d","e","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","y","<U+027E>","m","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","d<U+0361><U+0292>","e","<U+027E>","i","k","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","o","<U+0270>","<U+027E>","u","l","a","n","a","b","i","l","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA
"d","o","s","t","t<U+0361><U+0283>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","o","l","l","u","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","e","f","i","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","o","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","m","z","a","l","a","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","s","t","a","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","u","t","k","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","i","t","i","z","l","i","k","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","s","a","n","d<U+0361><U+0292>","<U+026F>","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","v","e","d<U+0361><U+0292>","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","m","u","<U+027E>","g","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","j","a","n","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+027E>","a","h","i","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","<U+027E>","t","<U+026F>","<U+027E>","m","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","e","k","e","<U+027E>","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","y","j","y","l","e","j","i","d<U+0361><U+0292>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","œ","m","e","<U+027E>","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","s","e","l","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","i","z","l","e","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"œ","<U+0270>","<U+027E>","e","t","i","d<U+0361><U+0292>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","u","<U+027E>","t","a","<U+027E>","<U+026F>","d<U+0361><U+0292>","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","<U+027E>","a","n","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","y","<U+027E>","y","z","s","y","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+027E>","o","g","<U+027E>","e","s","s","i","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","e","s","t","e","k","l","e","m","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","<U+0283>","v","e","<U+027E>","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","j","i","l","e","<U+0283>","t","i","<U+027E>","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","u","l","u","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","a","n","l","a","n","d","<U+026F>","<U+027E>","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","n","t","i","k","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","a","n","d","<U+026F>","<U+027E>","<U+026F>","d<U+0361><U+0292>","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","j","u","m","l","u","l","u","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","t","a","n","t","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","h","<U+027E>","a","m","a","n","d<U+0361><U+0292>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0283>","a","k","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","j","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","s","p","<U+027E>","i","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","y","k","s","e","l","t","i","l","m","i","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"w","o","<U+027E>","k","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","u","p","p","o","<U+027E>","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","<U+0270>","u","k","k","a","n","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+027E>","e","s","t","i","<U+0292>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","l","g","u","n","l","u","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","v","a","f","f","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","i","n","a","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","i","z","l","e","n","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","h","l","â","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","<U+0283>","k","<U+026F>","n","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","œ","n","l","e","n","d","i","<U+027E>","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","<U+027E>","t","e","m","i","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","n","u","<U+027E>","l","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","e","j","i","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","y","<U+027E>","<U+027E>","i","j","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","s","i","t","l","e","<U+0283>","t","i","<U+027E>","i","l","m","i","<U+0283>",NA,NA,NA,NA,NA,NA
"œ","z","e","n","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","e","a","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","o","<U+0283>","k","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","e","n","i","l","m","e","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","i","l","i","z","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","e","z","a","k","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","e","j","i","f","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","s","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","l","a","j","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","n","z","a","<U+027E>","a","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","h","a","m","m","y","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","y","t","e","v","a","z","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","e","j","e","d<U+0361><U+0292>","a","n","l","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","<U+027E>","d","e","m","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","l","a","s","t","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","j","a","<U+027E>","l","a","n","a","b","i","l","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","h","s","i","j","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0283>","<U+026F>","k","a","<U+027E>","<U+026F>","l","a","b","i","l","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","y","v","e","n","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","z","a","<U+027E>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","s","l","e","j","i","d<U+0361><U+0292>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"œ","z","g","y","<U+027E>","l","y","k","l","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","n","t","a","z","a","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","s","t","e","m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","j","d","a","l","a","<U+027E>","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","b","<U+026F>","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","j","i","m","s","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","y","v","e","n","i","l","i","<U+027E>","l","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","a","n","l","a","n","m","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0283>","e","k","i","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","a","s","l","a","n","m","a","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","z","a","f","f","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","u","d<U+0361><U+0292>","i","z","e","v","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","l","e","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","t","a","n","s","e","v","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","j","s","a","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","j","a","<U+027E>","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","z","g","i","s","e","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","v","i","j","o","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","<U+0283>","u","l","s","u","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","i","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","s","l","e","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","m","a","m","l","a","m","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","e","v","e","s","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","u","<U+027E>","u","l","m","u","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","v","i","n","t<U+0361><U+0283>","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+027E>","o","m","p","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","a","j","<U+027E>","e","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","y","v","e","n","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","u","j","g","u","l","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","<U+0270>","u","<U+027E>","l","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","a","s","t","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"w","o","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+027E>","a","f","i","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","n","a","<U+027E>","<U+026F>","l","m","<U+026F>","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","y","t<U+0361><U+0283>","l","e","n","d","i","<U+027E>","i","l","m","e","s","i",NA,NA,NA,NA,NA,NA,NA
"e","n","s","t","<U+027E>","y","m","e","n","t","a","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","m","n","i","j","e","t","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","o","s","t","a","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+027E>","e","k","a","b","e","t","t<U+0361><U+0283>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","d","o","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","s","s","i","z","l","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+027E>","e","<U+0283>","i","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","p","t","i","m","u","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","<U+027E>","i","z","m","a","t","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","y","z","e","l","d<U+0361><U+0292>","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","a","p","<U+026F>","<U+0283>","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","<U+027E>","d<U+0361><U+0292>","i","h","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","p","t","i","m","a","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","e","v","k","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","o","t","i","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","h","i","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","o","<U+0283>","g","e","l","d","i","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","f","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","v","e","<U+027E>","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","a","n","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","f","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","e","v","k","a","l","a","d","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","y","k","<U+027E>","a","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","e","m","n","u","n","i","j","e","t","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","œ","n","y","l","d","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","k","<U+026F>","l","l","<U+026F>","d<U+0361><U+0292>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","i","<U+0270>","i","t","l","i","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","n","s","a","s","j","o","n","e","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","h","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","b","<U+026F>","<U+027E>","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","e","v","a","m","l","<U+026F>","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","v","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","<U+026F>","l","a","v","u","z","l","u","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","z","a","n","t<U+0361><U+0283>","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","l","d","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","n","l","a","j","<U+026F>","<U+0283>","l","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","y","m","d","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","œ","n","y","l","l","y","l","y","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","h","e","n","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","œ","k","s","e","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","u","t","a","<U+027E>","l","<U+026F>","l","<U+026F>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+027E>","a","s","t","l","a","n","t","<U+026F>","s","a","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","<U+0283>","v","u","<U+027E>","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","i","z","l","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","l","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","t","k","i","l","e","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","d","a","l","e","t","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","y","k","y","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","e","k","e","<U+027E>","l","e","m","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","<U+027E>","e","a","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","z","i","m","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","f","i","s","t","i","k","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","i","l","g","i","l","e","n","d","i","<U+027E>","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA
"a","z","a","l","t","t","<U+026F>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","l","k","<U+026F>","<U+0283>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0283>","e","<U+027E>","e","f","l","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"y","s","t","l","e","<U+027E>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","p","a","s","i","t","e","d","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","u","<U+027E>","u","<U+027E>","l","u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","o","<U+0283>","k","u","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","i","<U+027E>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","e","s","u","<U+027E>","d<U+0361><U+0292>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","j","d","<U+026F>","n","l","a","t","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","j","g","a","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","e","n","g","e","l","e","m","e","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","e","<U+027E>","t<U+0361><U+0283>","e","k","y","s","t","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","<U+0283>","a","<U+027E>","m","a","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","u","<U+027E>","t","s","e","v","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","d","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","<U+027E>","t","<U+026F>","<U+0283>","<U+026F>","l","m","a","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","e","v","e","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h","a","z","<U+026F>","<U+027E>","l","a","n","<U+026F>","j","o","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","t","t","e","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","j","<U+026F>","n","d","<U+026F>","<U+027E>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
