23390,k,u,k,i,n,ɡ,a,,,,,,,,,,,,,,,
23391,k,u,f,a,i,ɗ,i,k,a,,,,,,,,,,,,,
23392,u,a,n,ɡ,a,l,i,f,u,,,,,,,,,,,,,
23393,t,e,l,e,,,,,,,,,,,,,,,,,,
23394,ɾ,u,z,u,k,u,,,,,,,,,,,,,,,,
23395,k,u,w,a,ʃ,i,n,d,a,,,,,,,,,,,,,
23396,u,p,o,l,e,,,,,,,,,,,,,,,,,
23397,u,ɓ,o,ɾ,e,ʃ,a,ʄ,i,,,,,,,,,,,,,
23398,ɲ,o,ɾ,o,ɾ,o,,,,,,,,,,,,,,,,
23399,m,w,a,m,k,o,,,,,,,,,,,,,,,,
23400,m,a,h,i,ɾ,i,,,,,,,,,,,,,,,,
23401,k,u,ʃ,i,k,a,m,a,n,a,,,,,,,,,,,,
23402,k,u,s,a,h,i,h,i,ʃ,a,,,,,,,,,,,,
23403,k,u,f,a,h,a,m,u,,,,,,,,,,,,,,
23404,k,i,p,a,w,a,,,,,,,,,,,,,,,,
23405,ɓ,a,j,a,n,a,,,,,,,,,,,,,,,,
23406,u,e,l,e,w,a,,,,,,,,,,,,,,,,
23407,s,a,l,a,m,u,,,,,,,,,,,,,,,,
23408,k,u,k,i,ð,i,,,,,,,,,,,,,,,,
23409,k,u,ʄ,i,t,a,h,i,ɗ,i,,,,,,,,,,,,
23410,k,i,v,u,t,i,o,,,,,,,,,,,,,,,
23411,i,n,a,s,a,i,ɗ,i,a,,,,,,,,,,,,,
23412,i,l,i,z,i,ɗ,i,,,,,,,,,,,,,,,
23413,u,t,e,t,e,z,i,,,,,,,,,,,,,,,
23414,u,t,a,m,u,,,,,,,,,,,,,,,,,
23415,u,m,a,k,i,n,i,,,,,,,,,,,,,,,
23416,m,t,e,t,e,z,i,,,,,,,,,,,,,,,
23417,k,i,p,e,n,z,i,,,,,,,,,,,,,,,
23418,z,u,ɾ,i,,,,,,,,,,,,,,,,,,
23419,u,ʄ,a,s,i,ɾ,i,,,,,,,,,,,,,,,
23420,ɾ,a,ɗ,i,,,,,,,,,,,,,,,,,,
23421,u,ʃ,u,ʄ,a,a,,,,,,,,,,,,,,,,
23422,u,t͡ʃ,e,ʃ,i,,,,,,,,,,,,,,,,,
23423,s,t,a,ɾ,e,h,e,,,,,,,,,,,,,,,
23424,s,t,a,ɗ,i,,,,,,,,,,,,,,,,,
23425,k,u,h,e,ʃ,i,m,u,,,,,,,,,,,,,,
23426,f,a,i,n,i,,,,,,,,,,,,,,,,,
23427,w,e,l,l,,,,,,,,,,,,,,,,,,
23428,k,u,p,e,n,d,w,a,,,,,,,,,,,,,,
23429,u,ɾ,e,m,b,o,,,,,,,,,,,,,,,,
23430,k,u,ʄ,a,ɗ,i,l,i,a,n,a,,,,,,,,,,,
23431,i,n,a,j,o,ʄ,u,m,u,i,ʃ,a,,,,,,,,,,
23432,ɓ,e,s,t,,,,,,,,,,,,,,,,,,
23433,u,v,u,m,i,l,i,v,u,,,,,,,,,,,,,
23434,k,u,z,i,n,ɡ,a,t,i,w,a,,,,,,,,,,,
23435,k,u,s,a,i,ɗ,i,w,a,,,,,,,,,,,,,
23436,i,n,a,o,n,ɡ,o,z,w,a,,,,,,,,,,,,
23437,c,l,e,a,ɾ,,,,,,,,,,,,,,,,,
23438,w,a,l,i,p,e,n,d,a,,,,,,,,,,,,,
23439,s,u,p,p,o,ɾ,t,,,,,,,,,,,,,,,
23440,m,w,e,p,e,s,i,,,,,,,,,,,,,,,
23441,a,n,a,p,e,n,d,a,,,,,,,,,,,,,,
23442,j,a,k,a,w,a,,,,,,,,,,,,,,,,
23443,t,u,k,u,f,u,,,,,,,,,,,,,,,,
23444,t,ɾ,a,n,s,p,a,ɾ,e,n,t,,,,,,,,,,,
23445,m,t͡ʃ,u,m,b,a,,,,,,,,,,,,,,,,
23446,k,u,t,e,ɠ,e,m,e,w,a,,,,,,,,,,,,
23447,h,i,s,a,n,i,,,,,,,,,,,,,,,,
23448,f,a,i,ɾ,,,,,,,,,,,,,,,,,,
23449,ð,a,m,a,n,a,,,,,,,,,,,,,,,,
23450,a,p,p,ɾ,o,p,ɾ,i,a,t,e,,,,,,,,,,,
23451,u,a,m,ʃ,o,,,,,,,,,,,,,,,,,
23452,k,u,ʄ,i,a,m,i,n,i,,,,,,,,,,,,,
23453,k,u,ɓ,o,ɾ,e,ʃ,w,a,,,,,,,,,,,,,
23454,k,i,s,i,m,a,,,,,,,,,,,,,,,,
23455,i,n,a,o,n,ɡ,o,z,a,,,,,,,,,,,,,
23456,i,m,p,o,ɾ,t,a,n,t,,,,,,,,,,,,,
23457,z,i,n,a,z,o,f,a,a,,,,,,,,,,,,,
23458,u,θ,i,ɓ,i,t,i,ʃ,o,,,,,,,,,,,,,
23459,m,ʃ,a,n,ɡ,a,o,,,,,,,,,,,,,,,
23460,k,u,ʃ,a,w,i,ʃ,i,,,,,,,,,,,,,,
23461,k,u,p,a,t,a,n,i,ʃ,a,,,,,,,,,,,,
23462,k,u,m,u,ɗ,u,,,,,,,,,,,,,,,,
23463,a,l,i,t,e,t,e,a,,,,,,,,,,,,,,
23464,w,a,l,e,n,ɡ,w,a,,,,,,,,,,,,,,
23465,u,θ,a,ɓ,i,t,i,,,,,,,,,,,,,,,
23466,u,s,t,a,ɗ,i,,,,,,,,,,,,,,,,
23467,u,k,o,m,a,v,u,,,,,,,,,,,,,,,
23468,m,t,u,k,u,f,u,,,,,,,,,,,,,,,
23469,m,b,u,n,i,f,u,,,,,,,,,,,,,,,
23470,k,u,t,o,ʃ,e,l,e,z,a,,,,,,,,,,,,
23471,k,u,ɾ,i,ð,i,k,a,,,,,,,,,,,,,,
23472,k,u,p,a,n,d,i,ʃ,w,a,,,,,,,,,,,,
23473,k,u,a,h,i,ɗ,i,,,,,,,,,,,,,,,
23474,u,n,a,z,i,ɗ,i,,,,,,,,,,,,,,,
23475,m,s,i,s,i,m,k,o,,,,,,,,,,,,,,
23476,m,p,e,n,d,w,a,,,,,,,,,,,,,,,
23477,k,i,ʃ,u,ʄ,a,a,,,,,,,,,,,,,,,
23478,k,a,ɓ,a,m,b,e,,,,,,,,,,,,,,,
23479,i,l,i,p,e,n,d,e,k,e,z,a,,,,,,,,,,
23480,a,n,a,s,t,a,h,i,l,i,,,,,,,,,,,,
23481,a,l,i,a,h,i,ɗ,i,,,,,,,,,,,,,,
23482,a,l,f,a,ʄ,i,ɾ,i,,,,,,,,,,,,,,
23483,w,a,l,i,o,ʃ,i,ɾ,i,k,i,,,,,,,,,,,
23484,w,a,l,i,o,h,i,t,i,m,u,,,,,,,,,,,
23485,u,p,e,s,i,,,,,,,,,,,,,,,,,
23486,s,u,ɓ,i,ɾ,a,,,,,,,,,,,,,,,,
23487,m,w,e,n,d,e,l,e,z,o,,,,,,,,,,,,
23488,m,a,e,l,e,w,a,n,o,,,,,,,,,,,,,
23489,k,u,ʃ,e,ɾ,e,h,e,k,e,a,,,,,,,,,,,
23490,k,u,p,o,ɲ,a,,,,,,,,,,,,,,,,
23491,k,u,m,s,i,f,u,,,,,,,,,,,,,,,
23492,f,a,ð,i,l,a,,,,,,,,,,,,,,,,
23493,a,ɗ,a,ɓ,u,,,,,,,,,,,,,,,,,
23494,v,i,s,a,,,,,,,,,,,,,,,,,,
23495,k,i,ɗ,,,,,,,,,,,,,,,,,,,
23496,w,e,l,c,o,m,e,,,,,,,,,,,,,,,
23497,w,a,l,i,ʃ,i,ɾ,i,k,i,a,n,a,,,,,,,,,
23498,t,a,ɾ,u,m,b,e,t,a,,,,,,,,,,,,,
23499,ʃ,a,n,ɡ,w,e,,,,,,,,,,,,,,,,
23500,ɾ,i,ð,a,a,,,,,,,,,,,,,,,,,
23501,ɲ,e,t,i,,,,,,,,,,,,,,,,,,
23502,m,a,ɾ,i,ɗ,a,ɗ,i,,,,,,,,,,,,,,
23503,k,u,ɾ,i,ð,i,ʃ,a,,,,,,,,,,,,,,
23504,ʄ,u,m,u,i,ʃ,i,,,,,,,,,,,,,,,
23505,i,m,p,ɾ,o,v,e,,,,,,,,,,,,,,,
23506,j,a,n,a,z,i,ɗ,i,,,,,,,,,,,,,,
23507,w,a,z,i,w,a,z,i,,,,,,,,,,,,,,
23508,w,a,n,a,p,e,n,d,e,l,e,a,,,,,,,,,,
23509,u,h,o,ɗ,a,ɾ,i,,,,,,,,,,,,,,,
23510,p,a,m,b,o,,,,,,,,,,,,,,,,,
23511,l,o,v,e,,,,,,,,,,,,,,,,,,
23512,k,u,f,u,ɾ,a,h,i,ʃ,a,,,,,,,,,,,,
23513,m,p,o,l,e,,,,,,,,,,,,,,,,,
23514,m,a,ʄ,i,v,u,n,o,,,,,,,,,,,,,,
23515,k,u,m,t,u,k,u,z,a,,,,,,,,,,,,,
23516,k,u,f,u,f,u,a,,,,,,,,,,,,,,,
23517,i,o,n,e,k,a,n,e,,,,,,,,,,,,,,
23518,i,k,i,w,e,z,e,k,a,n,a,,,,,,,,,,,
23519,ɠ,ɾ,e,a,t,,,,,,,,,,,,,,,,,
23520,c,l,a,s,s,i,c,,,,,,,,,,,,,,,
23521,a,k,a,p,o,k,e,a,,,,,,,,,,,,,,
23522,u,t͡ʃ,a,n,ɡ,a,m,f,u,,,,,,,,,,,,,
23523,s,a,u,m,u,,,,,,,,,,,,,,,,,
23524,ɾ,e,c,o,m,m,e,n,d,e,ɗ,,,,,,,,,,,
23525,m,u,u,ʄ,i,z,a,,,,,,,,,,,,,,,
23526,m,u,h,u,l,a,,,,,,,,,,,,,,,,
23527,m,t,u,l,i,v,u,,,,,,,,,,,,,,,
23528,k,u,t,a,m,a,n,i,,,,,,,,,,,,,,
23529,k,u,k,u,ɓ,w,a,,,,,,,,,,,,,,,
23530,k,i,ɗ,i,p,l,o,m,a,s,i,a,,,,,,,,,,
23531,i,n,a,f,a,ɲ,i,k,a,,,,,,,,,,,,,
23532,c,o,m,p,a,c,t,,,,,,,,,,,,,,,
23533,w,e,ɾ,e,v,u,,,,,,,,,,,,,,,,
23534,ɾ,e,s,t,o,ɾ,e,ɗ,,,,,,,,,,,,,,
23535,p,o,p,u,l,a,ɾ,,,,,,,,,,,,,,,
23536,k,u,m,v,u,t,i,a,,,,,,,,,,,,,,
23537,k,u,k,u,m,b,u,k,w,a,,,,,,,,,,,,
23538,k,u,ɓ,u,ɾ,u,ɗ,i,ʃ,a,,,,,,,,,,,,
23539,h,a,t,i,m,a,,,,,,,,,,,,,,,,
23540,f,o,ɾ,a,,,,,,,,,,,,,,,,,,
23541,a,ɗ,v,a,n,c,e,ɗ,,,,,,,,,,,,,,
23542,u,s,e,f,u,l,,,,,,,,,,,,,,,,
23543,u,ɾ,e,k,e,ɓ,i,ʃ,a,ʄ,i,,,,,,,,,,,
23544,p,ɾ,o,t,e,c,t,,,,,,,,,,,,,,,
23545,p,o,s,i,t,i,v,e,,,,,,,,,,,,,,
23546,m,w,o,k,o,z,i,,,,,,,,,,,,,,,
23547,m,f,u,n,ɡ,o,,,,,,,,,,,,,,,,
23548,k,u,w,a,l,e,a,,,,,,,,,,,,,,,
23549,k,u,i,m,a,ɾ,i,ʃ,w,a,,,,,,,,,,,,
23550,h,a,n,d,,,,,,,,,,,,,,,,,,
23551,h,a,k,i,k,i,ʃ,o,,,,,,,,,,,,,,
23552,ɠ,o,l,ɗ,,,,,,,,,,,,,,,,,,
23553,a,n,ɡ,a,v,u,,,,,,,,,,,,,,,,
23554,t,o,ʃ,a,,,,,,,,,,,,,,,,,,
23555,s,u,c,c,e,s,s,f,u,l,l,j,,,,,,,,,,
23556,p,o,n,ɡ,e,z,i,,,,,,,,,,,,,,,
23557,m,t,i,z,a,m,o,,,,,,,,,,,,,,,
23558,m,k,a,ɾ,i,m,u,,,,,,,,,,,,,,,
23559,m,a,w,a,k,i,l,i,,,,,,,,,,,,,,
23560,k,u,t,a,a,l,a,m,i,k,a,,,,,,,,,,,
23561,k,u,l,i,t,u,m,i,a,,,,,,,,,,,,,
23562,k,i,t͡ʃ,a,w,i,,,,,,,,,,,,,,,,
23563,i,n,a,t,o,ʃ,a,,,,,,,,,,,,,,,
23564,i,n,a,ɾ,u,h,u,s,i,w,a,,,,,,,,,,,
23565,h,a,i,ɓ,a,,,,,,,,,,,,,,,,,
23566,e,a,s,i,e,ɾ,,,,,,,,,,,,,,,,
23567,u,v,u,m,b,u,z,i,,,,,,,,,,,,,,
23568,u,t͡ʃ,a,w,i,,,,,,,,,,,,,,,,,
23569,t,i,ʄ,a,,,,,,,,,,,,,,,,,,
23570,p,ɾ,o,t,e,c,t,i,o,n,,,,,,,,,,,,
23571,m,w,a,n,ɡ,a,l,i,f,u,,,,,,,,,,,,
23572,m,f,a,ð,i,l,i,,,,,,,,,,,,,,,
23573,k,u,t,o,p,e,n,d,e,l,e,a,,,,,,,,,,
23574,k,u,ʃ,u,k,u,ɾ,u,,,,,,,,,,,,,,
23575,k,u,i,k,o,m,b,o,a,,,,,,,,,,,,,
23576,k,u,h,i,t,a,ʄ,i,k,a,,,,,,,,,,,,
23577,k,u,a,ð,i,m,i,ʃ,w,a,,,,,,,,,,,,
23578,k,u,a,t͡ʃ,i,a,,,,,,,,,,,,,,,,
23579,k,o,n,d,a,,,,,,,,,,,,,,,,,
23580,i,m,e,ʄ,a,a,,,,,,,,,,,,,,,,
23581,ɠ,o,l,ɗ,e,n,,,,,,,,,,,,,,,,
23582,e,n,o,u,ɣ,,,,,,,,,,,,,,,,,
23583,s,u,p,p,o,ɾ,t,e,ɗ,,,,,,,,,,,,,
23584,s,u,c,c,e,s,s,f,u,l,,,,,,,,,,,,
23585,s,u,c,c,e,e,ɗ,e,ɗ,,,,,,,,,,,,,
23586,ɾ,e,a,ɗ,j,,,,,,,,,,,,,,,,,
23587,p,ɾ,o,p,e,ɾ,,,,,,,,,,,,,,,,
23588,m,o,ɗ,e,ɾ,n,,,,,,,,,,,,,,,,
23589,m,a,ɾ,i,ð,a,w,a,,,,,,,,,,,,,,
23590,l,e,a,ɗ,,,,,,,,,,,,,,,,,,
23591,k,u,w,a,k,o,m,b,o,a,,,,,,,,,,,,
23592,k,u,u,t,u,m,i,a,,,,,,,,,,,,,,
23593,k,u,a,n,ɡ,a,z,a,,,,,,,,,,,,,,
23594,k,i,z,a,l,e,n,d,o,,,,,,,,,,,,,
23595,i,n,a,j,o,s,a,i,ɗ,i,a,,,,,,,,,,,
23596,f,i,n,e,,,,,,,,,,,,,,,,,,
23597,f,a,s,a,h,a,,,,,,,,,,,,,,,,
23598,c,o,ɾ,ɾ,e,c,t,,,,,,,,,,,,,,,
23599,c,o,n,s,i,s,t,e,n,t,,,,,,,,,,,,
23600,u,t,i,i,,,,,,,,,,,,,,,,,,
23601,u,h,a,l,i,s,i,,,,,,,,,,,,,,,
23602,t,a,ɓ,a,s,a,m,u,,,,,,,,,,,,,,
23603,s,u,p,e,ɾ,,,,,,,,,,,,,,,,,
23604,s,p,e,e,ɗ,j,,,,,,,,,,,,,,,,
23605,ɾ,a,p,i,ɗ,,,,,,,,,,,,,,,,,
23606,p,e,ɾ,e,m,e,n,d,e,,,,,,,,,,,,,
23607,m,z,a,l,e,n,d,o,,,,,,,,,,,,,,
23608,m,ʃ,a,ɓ,i,k,i,,,,,,,,,,,,,,,
23609,k,u,ɾ,e,ʄ,e,ʃ,w,a,,,,,,,,,,,,,
23610,k,u,ɲ,o,o,ʃ,a,,,,,,,,,,,,,,,
23611,k,u,i,ð,i,n,i,ʃ,a,,,,,,,,,,,,,
23612,i,n,a,θ,i,ɓ,i,t,i,ʃ,a,,,,,,,,,,,
23613,i,m,p,ɾ,o,v,e,m,e,n,t,,,,,,,,,,,
23614,h,a,w,a,ɾ,a,,,,,,,,,,,,,,,,
23615,c,o,m,p,a,t,i,ɓ,l,e,,,,,,,,,,,,
23616,,,,,,,,,,,,,,,,,,,,,,
23617,m,i,k,a,ʋ,u,m,,,,,,,,,,,,,,,
23618,p,u,t̪,i,j,a,,,,,,,,,,,,,,,,
23619,p,a,l,ʋ,eː,r,u,,,,,,,,,,,,,,,
23620,p,e,ɾ,i,j,a,,,,,,,,,,,,,,,,
23621,t͡ʃ,i,r,a,n̪,t̪,a,,,,,,,,,,,,,,,
23622,m,iː,ɳ,ʈ,u,m,,,,,,,,,,,,,,,,
23623,a,t̪,eː,,,,,,,,,,,,,,,,,,,
23624,t̪,a,ɾ,a,,,,,,,,,,,,,,,,,,
23625,m,eː,l,,,,,,,,,,,,,,,,,,,
23626,k,uː,ʈ,i,j,a,,,,,,,,,,,,,,,,
23627,k,a,l,ʋ,i,,,,,,,,,,,,,,,,,
23628,ʋ,a,k,a,j,,,,,,,,,,,,,,,,,
23629,k,u,r,i,p,p,aː,k,a,,,,,,,,,,,,,
23630,p,e,r,r,a,t̪,u,,,,,,,,,,,,,,,
23631,ʋ,e,r,r,i,,,,,,,,,,,,,,,,,
23632,u,r,p,a,t̪,t̪,i,,,,,,,,,,,,,,,
23633,m,u,k,k,i,j,a,m,aː,n,a,,,,,,,,,,,
23634,p,e,r,r,u,,,,,,,,,,,,,,,,,
23635,p,u,n,i,t̪,a,,,,,,,,,,,,,,,,
23636,ʋ,eː,l,a,j,,,,,,,,,,,,,,,,,
23637,n̪,a,l,l,a,,,,,,,,,,,,,,,,,
23638,p,aː,t̪,u,k,aː,p,p,u,,,,,,,,,,,,,
23639,k,aː,ɾ,a,ɳ,a,m,,,,,,,,,,,,,,,
23640,m,i,k,a,p,p,e,ɾ,i,j,a,,,,,,,,,,,
23641,aː,k,a,,,,,,,,,,,,,,,,,,,
23642,k,a,ɾ,u,t̪,a,p,p,a,ʈ,u,k,i,r,a,t̪,u,,,,,
23643,m,u,ɻ,u,,,,,,,,,,,,,,,,,,
23644,t̪,a,n,i,p,p,a,ʈ,ʈ,a,,,,,,,,,,,,
23645,p,u,k,a,ɻ,,,,,,,,,,,,,,,,,
23646,n̪,a,ʋ,iː,n,a,,,,,,,,,,,,,,,,
23647,ʋ,i,ɾ,u,t̪,u,,,,,,,,,,,,,,,,
23648,k,u,r,i,p,p,i,ʈ,a,t̪,t̪,a,k,k,a,,,,,,,
23649,m,i,k,u,n̪,t̪,a,,,,,,,,,,,,,,,
23650,n̪,i,t̪,i,,,,,,,,,,,,,,,,,,
23651,r,i,g,h,t,,,,,,,,,,,,,,,,,
23652,t̪,i,r,a,n,,,,,,,,,,,,,,,,,
23653,t̪,a,l,a,j,m,a,j,,,,,,,,,,,,,,
23654,ʋ,i,ʈ,u,t̪,a,l,a,j,,,,,,,,,,,,,
23655,u,t̪,a,ʋ,i,,,,,,,,,,,,,,,,,
23656,u,ɾ,i,m,a,j,,,,,,,,,,,,,,,,
23657,p,e,r,a,,,,,,,,,,,,,,,,,,
23658,u,j,i,ɾ,,,,,,,,,,,,,,,,,,
23659,p,u,k,a,ɻ,p,e,r,r,a,,,,,,,,,,,,
23660,k,a,ʈ,a,ʋ,u,ɭ,,,,,,,,,,,,,,,
23661,t͡ʃ,a,ɾ,i,j,aː,n,a,,,,,,,,,,,,,,
23662,m,u,k,k,i,j,a,t̪,t̪,u,ʋ,a,m,,,,,,,,,
23663,m,a,t̪,i,p,p,u,,,,,,,,,,,,,,,
23664,p,a,ɾ,i,t͡ʃ,u,,,,,,,,,,,,,,,,
23665,t͡ʃ,i,r,a,p,p,aː,k,a,,,,,,,,,,,,,
23666,n̪,a,n,k,u,,,,,,,,,,,,,,,,,
23667,u,j,a,ɾ,n̪,t̪,a,,,,,,,,,,,,,,,
23668,u,ɳ,m,a,j,j,aː,n,a,,,,,,,,,,,,,
23669,o,ɭ,i,,,,,,,,,,,,,,,,,,,
23670,ʋ,a,ɻ,a,ŋ,k,a,p,p,a,ʈ,ʈ,a,t̪,u,,,,,,,
23671,n̪,a,m,p,i,k,k,a,j,,,,,,,,,,,,,
23672,m,u,n,n,a,ɳ,i,,,,,,,,,,,,,,,
23673,k,aː,n̪,t̪,i,,,,,,,,,,,,,,,,,
23674,k,aː,t̪,a,l,,,,,,,,,,,,,,,,,
23675,aː,t̪,a,ɾ,a,ʋ,u,,,,,,,,,,,,,,,
23676,p,u,ɾ,i,n̪,t̪,u,,,,,,,,,,,,,,,
23677,p,i,ɾ,a,p,a,l,a,m,aː,n,a,,,,,,,,,,
23678,k,aː,r,r,u,,,,,,,,,,,,,,,,,
23679,t̪,a,l,a,j,m,a,j,j,i,l,,,,,,,,,,,
23680,u,r,u,t̪,i,,,,,,,,,,,,,,,,,
23681,m,u,j,a,r,t͡ʃ,i,,,,,,,,,,,,,,,
23682,n̪,a,n,r,i,,,,,,,,,,,,,,,,,
23683,aː,ɾ,ʋ,a,m,,,,,,,,,,,,,,,,,
23684,t͡ʃ,i,r,a,p,p,aː,n,a,,,,,,,,,,,,,
23685,o,t̪,t̪,a,,,,,,,,,,,,,,,,,,
23686,k,aː,ʋ,a,l,,,,,,,,,,,,,,,,,
23687,a,r,i,ʋ,u,,,,,,,,,,,,,,,,,
23688,e,ɭ,i,j,a,,,,,,,,,,,,,,,,,
23689,eː,ɾ,aː,ɭ,a,m,aː,n,a,,,,,,,,,,,,,
23690,t͡ʃ,a,ɾ,i,j,aː,k,a,,,,,,,,,,,,,,
23691,u,ɾ,i,j,a,,,,,,,,,,,,,,,,,
23692,ʋ,i,ɾ,u,t̪,u,k,a,ɭ,,,,,,,,,,,,,
23693,ʋ,a,t͡ʃ,a,t̪,i,,,,,,,,,,,,,,,,
23694,u,r,a,ʋ,u,,,,,,,,,,,,,,,,,
23695,u,ɳ,m,a,j,,,,,,,,,,,,,,,,,
23696,i,r,u,t̪,i,j,aː,k,a,,,,,,,,,,,,,
23697,oː,j,ʋ,u,,,,,,,,,,,,,,,,,,
23698,eː,r,r,a,,,,,,,,,,,,,,,,,,
23699,n̪,a,n,r,aː,k,a,,,,,,,,,,,,,,,
23700,t̪,a,l,a,j,ʋ,a,n,,,,,,,,,,,,,,
23701,ʋ,eː,k,a,m,aː,k,a,,,,,,,,,,,,,,
23702,m,aː,r,r,a,,,,,,,,,,,,,,,,,
23703,u,ʈ,a,n,a,ʈ,i,j,aː,k,a,,,,,,,,,,,
23704,ʋ,a,n̪,t̪,a,n,a,,,,,,,,,,,,,,,
23705,t͡ʃ,i,l,a,j,,,,,,,,,,,,,,,,,
23706,ʋ,a,ɭ,a,ɾ,n̪,t̪,u,,,,,,,,,,,,,,
23707,e,ɭ,i,t̪,aː,k,a,,,,,,,,,,,,,,,
23708,n̪,e,ɾ,u,ŋ,k,i,j,a,,,,,,,,,,,,,
23709,p,i,ɾ,a,t̪,a,m,a,ɾ,,,,,,,,,,,,,
23710,n̪,a,k,a,j,t͡ʃ,t͡ʃ,u,ʋ,a,j,,,,,,,,,,,
23711,p,a,ɾ,a,n̪,t̪,a,,,,,,,,,,,,,,,
23712,p,oː,t̪,u,m,aː,n,a,,,,,,,,,,,,,,
23713,t̪,a,k,u,t̪,i,,,,,,,,,,,,,,,,
23714,t̪,iː,ʋ,i,ɾ,a,,,,,,,,,,,,,,,,
23715,u,t͡ʃ,t͡ʃ,a,,,,,,,,,,,,,,,,,,
23716,ʋ,i,ɾ,a,j,ʋ,aː,k,a,,,,,,,,,,,,,
23717,a,t̪,i,k,a,ɾ,i,k,k,u,m,,,,,,,,,,,
23718,p,u,ɾ,a,ʈ,t͡ʃ,i,,,,,,,,,,,,,,,
23719,a,ɻ,a,k,i,j,a,,,,,,,,,,,,,,,
23720,ʋ,e,r,r,i,k,a,ɾ,a,m,aː,k,a,,,,,,,,,
23721,o,ɻ,u,ŋ,k,u,,,,,,,,,,,,,,,,
23722,p,e,ɾ,u,m,a,j,,,,,,,,,,,,,,,
23723,t̪,i,ɾ,u,m,p,a,,,,,,,,,,,,,,,
23724,t̪,e,ɭ,i,ʋ,aː,n,a,,,,,,,,,,,,,,
23725,p,oː,t̪,i,j,a,,,,,,,,,,,,,,,,
23726,a,m,a,j,t̪,i,,,,,,,,,,,,,,,,
23727,t͡ʃ,u,t̪,a,n̪,t̪,i,ɾ,a,m,,,,,,,,,,,,
23728,t͡ʃ,aː,t̪,a,n,a,j,,,,,,,,,,,,,,,
23729,p,a,ʈ,a,j,p,p,u,k,a,ɭ,,,,,,,,,,,
23730,t͡ʃ,uː,p,p,a,ɾ,,,,,,,,,,,,,,,,
23731,p,uː,,,,,,,,,,,,,,,,,,,,
23732,p,a,ŋ,k,a,ɭ,i,p,p,u,,,,,,,,,,,,
23733,t̪,a,k,u,n̪,t̪,a,,,,,,,,,,,,,,,
23734,ʋ,a,ɭ,a,m,,,,,,,,,,,,,,,,,
23735,t̪,a,ŋ,k,a,,,,,,,,,,,,,,,,,
23736,aː,t̪,i,k,k,a,m,,,,,,,,,,,,,,,
23737,o,ɾ,u,ŋ,k,i,ɳ,a,j,n̪,t̪,a,,,,,,,,,,
23738,a,n,p,u,,,,,,,,,,,,,,,,,,
23739,m,eː,l,aː,n,a,,,,,,,,,,,,,,,,
23740,m,u,n,n,eː,r,r,a,m,,,,,,,,,,,,,
23741,p,o,ɾ,u,t̪,t̪,a,m,aː,n,a,,,,,,,,,,,
23742,t̪,a,k,k,a,,,,,,,,,,,,,,,,,
23743,t,o,p,,,,,,,,,,,,,,,,,,,
23744,ʋ,e,r,r,i,k,a,ɾ,a,m,aː,n,a,,,,,,,,,
23745,ʋ,a,l,u,ʋ,aː,n,a,,,,,,,,,,,,,,
23746,u,ʈ,a,n,eː,,,,,,,,,,,,,,,,,
23747,m,eː,m,p,a,ʈ,ʈ,a,,,,,,,,,,,,,,
23748,m,i,k,a,t͡ʃ,t͡ʃ,i,r,a,n̪,t̪,a,,,,,,,,,,
23749,t̪,eː,ɾ,n̪,t̪,e,ʈ,u,k,k,a,p,p,a,ʈ,ʈ,a,,,,,
23750,a,r,i,j,a,l,aː,m,,,,,,,,,,,,,,
23751,t̪,a,ɾ,a,m,aː,n,a,,,,,,,,,,,,,,
23752,oː,,,,,,,,,,,,,,,,,,,,,
23753,i,l,a,ʋ,a,t͡ʃ,a,,,,,,,,,,,,,,,
23754,t͡ʃ,eː,m,i,p,p,u,,,,,,,,,,,,,,,
23755,a,t̪,i,k,aː,ɾ,a,,,,,,,,,,,,,,,
23756,ʋ,a,ɭ,a,ɾ,p,p,u,,,,,,,,,,,,,,
23757,p,a,k,t̪,i,,,,,,,,,,,,,,,,,
23758,t̪,u,l,l,i,j,a,m,aː,k,a,,,,,,,,,,,
23759,i,j,a,r,k,a,j,j,aː,n,a,,,,,,,,,,,
23760,t͡ʃ,a,m,a,m,aː,k,a,,,,,,,,,,,,,,
23761,t͡ʃ,i,r,a,n̪,t̪,u,,,,,,,,,,,,,,,
23762,a,ɻ,a,k,u,,,,,,,,,,,,,,,,,
23763,t̪,i,r,a,m,a,j,,,,,,,,,,,,,,,
23764,p,o,n,,,,,,,,,,,,,,,,,,,
23765,k,u,ɭ,i,ɾ,,,,,,,,,,,,,,,,,
23766,u,r,u,t̪,i,j,aː,n,a,,,,,,,,,,,,,
23767,p,a,ɾ,i,n̪,t̪,u,ɾ,a,j,,,,,,,,,,,,
23768,ʋ,i,ɾ,u,p,p,a,m,,,,,,,,,,,,,,
23769,t͡ʃ,iː,ɾ,aː,n,a,,,,,,,,,,,,,,,,
23770,t̪,u,l,l,i,j,a,m,aː,n,a,,,,,,,,,,,
23771,n̪,a,ʈ,p,u,,,,,,,,,,,,,,,,,
23772,ʋ,a,ʈ,ʈ,i,,,,,,,,,,,,,,,,,
23773,ʋ,i,ɾ,u,t̪,u,k,a,ɭ,a,j,,,,,,,,,,,
23774,a,ɻ,a,k,aː,n,a,,,,,,,,,,,,,,,
23775,ʋ,aː,ɻ,,,,,,,,,,,,,,,,,,,
